respondent_id,scenario_id,question,option_index,weight
h09,domain_3,judgment,3,0.0
h09,domain_3,reasoning,0,0.3193
h09,domain_3,reasoning,1,0.3373
h09,domain_3,reasoning,2,0.3434
h09,domain_3,reasoning,3,0.0
h09,scope_1,judgment,0,0.0
h09,scope_1,judgment,1,0.5
h09,scope_1,judgment,2,0.5
h09,scope_1,judgment,3,0.0
h09,scope_1,reasoning,0,0.0
h09,scope_1,reasoning,1,0.3281
h09,scope_1,reasoning,2,0.3333
h09,scope_1,reasoning,3,0.3385
h09,scope_1,reasoning,4,0.0
h09,auth_1,judgment,0,0.2744
h09,auth_1,judgment,1,0.1768
h09,auth_1,judgment,2,0.5488
h09,auth_1,judgment,3,0.0
h09,auth_1,reasoning,0,0.3419
h09,auth_1,reasoning,1,0.2051
h09,auth_1,reasoning,2,0.359
h09,auth_1,reasoning,3,0.094
h09,auth_1,reasoning,4,0.0
h10,mac_1,judgment,0,0.0
h10,mac_1,judgment,1,0.0
h10,mac_1,judgment,2,1.0
h10,mac_1,judgment,3,0.0
h10,mac_1,reasoning,0,0.0
h10,mac_1,reasoning,1,1.0
h10,mac_1,reasoning,2,0.0
h10,mac_1,reasoning,3,0.0
h10,auth_2,judgment,0,0.0
h10,auth_2,judgment,1,0.0
h10,auth_2,judgment,2,1.0
h10,auth_2,judgment,3,0.0
h10,auth_2,reasoning,0,0.0
h10,auth_2,reasoning,1,0.0
h10,auth_2,reasoning,2,1.0
h10,auth_2,reasoning,3,0.0
h10,auth_2,reasoning,4,0.0
h10,scope_1,judgment,0,0.0
h10,scope_1,judgment,1,1.0
h10,scope_1,judgment,2,0.0
h10,scope_1,judgment,3,0.0
h10,scope_1,reasoning,0,0.0
h10,scope_1,reasoning,1,0.0
h10,scope_1,reasoning,2,1.0
h10,scope_1,reasoning,3,0.0
h10,scope_1,reasoning,4,0.0
h10,domain_1,judgment,0,0.0
h10,domain_1,judgment,1,0.0
h10,domain_1,judgment,2,1.0
h10,domain_1,judgment,3,0.0
h10,domain_1,reasoning,0,0.0
h10,domain_1,reasoning,1,0.0
h10,domain_1,reasoning,2,1.0
h10,domain_1,reasoning,3,0.0
h11,scope_3,judgment,0,0.0
h11,scope_3,judgment,1,0.0
h11,scope_3,judgment,2,1.0
h11,scope_3,judgment,3,0.0
h11,scope_3,reasoning,0,0.0
h11,scope_3,reasoning,1,0.0
h11,scope_3,reasoning,2,1.0
h11,scope_3,reasoning,3,0.0
h11,mac_3,judgment,0,0.0
h11,mac_3,judgment,1,0.7661
h11,mac_3,judgment,2,0.2339
h11,mac_3,judgment,3,0.0
h11,mac_3,reasoning,0,0.1188
h11,mac_3,reasoning,1,0.5347
h11,mac_3,reasoning,2,0.3465
h11,mac_3,reasoning,3,0.0
h11,domain_3,judgment,0,0.2911
h11,domain_3,judgment,1,0.0
h11,domain_3,judgment,2,0.7089
h11,domain_3,judgment,3,0.0
h11,domain_3,reasoning,0,0.0
h11,domain_3,reasoning,1,0.0
h11,domain_3,reasoning,2,1.0
h11,domain_3,reasoning,3,0.0
h11,auth_1,judgment,0,0.0
h11,auth_1,judgment,1,0.0
h11,auth_1,judgment,2,1.0
h11,auth_1,judgment,3,0.0
h11,auth_1,reasoning,0,0.5813
h11,auth_1,reasoning,1,0.0
h11,auth_1,reasoning,2,0.4188
h11,auth_1,reasoning,3,0.0
h11,auth_1,reasoning,4,0.0
h11,auth_2,judgment,0,0.0
h11,auth_2,judgment,1,0.0
h11,auth_2,judgment,2,1.0
h11,auth_2,judgment,3,0.0
h11,auth_2,reasoning,0,0.0
h11,auth_2,reasoning,1,0.0
h11,auth_2,reasoning,2,1.0
h11,auth_2,reasoning,3,0.0
h11,auth_2,reasoning,4,0.0
h11,domain_1,judgment,0,0.0
h11,domain_1,judgment,1,0.0
h11,domain_1,judgment,2,1.0
h11,domain_1,judgment,3,0.0
h11,domain_1,reasoning,0,0.0
h11,domain_1,reasoning,1,0.0
h11,domain_1,reasoning,2,1.0
h11,domain_1,reasoning,3,0.0
h11,scope_2,judgment,0,0.3136
h11,scope_2,judgment,1,0.0
h11,scope_2,judgment,2,0.6864
h11,scope_2,judgment,3,0.0
h11,scope_2,reasoning,0,0.0
h11,scope_2,reasoning,1,0.0
h11,scope_2,reasoning,2,1.0
h11,scope_2,reasoning,3,0.0
h11,mac_2,judgment,0,0.0
h11,mac_2,judgment,1,0.0
h11,mac_2,judgment,2,1.0
h11,mac_2,judgment,3,0.0
h11,mac_2,reasoning,0,0.0
h11,mac_2,reasoning,1,0.4826
h11,mac_2,reasoning,2,0.5174
h11,mac_2,reasoning,3,0.0
h11,mac_1,judgment,0,0.0
h11,mac_1,judgment,1,0.0
h11,mac_1,judgment,2,1.0
h11,mac_1,judgment,3,0.0
h11,mac_1,reasoning,0,0.0
h11,mac_1,reasoning,1,1.0
h11,mac_1,reasoning,2,0.0
h11,mac_1,reasoning,3,0.0
h11,scope_1,judgment,0,0.0
h11,scope_1,judgment,1,1.0
h11,scope_1,judgment,2,0.0
h11,scope_1,judgment,3,0.0
h11,scope_1,reasoning,0,0.0
h11,scope_1,reasoning,1,0.0
h11,scope_1,reasoning,2,0.5161
h11,scope_1,reasoning,3,0.4839
h11,scope_1,reasoning,4,0.0
h11,auth_3,judgment,0,0.0
h11,auth_3,judgment,1,0.5042
h11,auth_3,judgment,2,0.4958
h11,auth_3,judgment,3,0.0
h11,auth_3,reasoning,0,0.0
h11,auth_3,reasoning,1,0.5556
h11,auth_3,reasoning,2,0.4444
h11,auth_3,reasoning,3,0.0
h11,domain_2,judgment,0,1.0
h11,domain_2,judgment,1,0.0
h11,domain_2,judgment,2,0.0
h11,domain_2,judgment,3,0.0
h11,domain_2,reasoning,0,0.5556
h11,domain_2,reasoning,1,0.0
h11,domain_2,reasoning,2,0.4444
h11,domain_2,reasoning,3,0.0
h12,mac_3,judgment,0,0.1544
h12,mac_3,judgment,1,0.5515
h12,mac_3,judgment,2,0.2941
h12,mac_3,judgment,3,0.0
h12,mac_3,reasoning,0,0.3091
h12,mac_3,reasoning,1,0.4
h12,mac_3,reasoning,2,0.2909
h12,mac_3,reasoning,3,0.0
h12,auth_1,judgment,0,0.3915
h12,auth_1,judgment,1,0.2328
h12,auth_1,judgment,2,0.3757
h12,auth_1,judgment,3,0.0
h12,auth_1,reasoning,0,0.3527
h12,auth_1,reasoning,1,0.1607
h12,auth_1,reasoning,2,0.308
h12,auth_1,reasoning,3,0.1786
h12,auth_1,reasoning,4,0.0
h12,domain_3,judgment,0,0.4074
h12,domain_3,judgment,1,0.2434
h12,domain_3,judgment,2,0.3492
h12,domain_3,judgment,3,0.0
h12,domain_3,reasoning,0,0.3312
h12,domain_3,reasoning,1,0.3057
h12,domain_3,reasoning,2,0.3631
h12,domain_3,reasoning,3,0.0
h12,scope_1,judgment,0,0.1488
h12,scope_1,judgment,1,0.4702
h12,scope_1,judgment,2,0.381
h12,scope_1,judgment,3,0.0
h12,scope_1,reasoning,0,0.1171
h12,scope_1,reasoning,1,0.3423
h12,scope_1,reasoning,2,0.2207
h12,scope_1,reasoning,3,0.3198
h12,scope_1,reasoning,4,0.0
h13,mac_1,judgment,0,0.3015
h13,mac_1,judgment,1,0.1103
h13,mac_1,judgment,2,0.5882
h13,mac_1,judgment,3,0.0
h13,mac_1,reasoning,0,0.0
h13,mac_1,reasoning,1,0.0
h13,mac_1,reasoning,2,0.0
h13,mac_1,reasoning,3,1.0
h13,domain_2,judgment,0,0.0
h13,domain_2,judgment,1,0.7217
h13,domain_2,judgment,2,0.2783
h13,domain_2,judgment,3,0.0
h13,domain_2,reasoning,0,0.0
h13,domain_2,reasoning,1,0.6538
h13,domain_2,reasoning,2,0.3462
h13,domain_2,reasoning,3,0.0
h13,auth_2,judgment,0,0.3444
h13,auth_2,judgment,1,0.0
h13,auth_2,judgment,2,0.6556
h13,auth_2,judgment,3,0.0
h13,auth_2,reasoning,0,0.0
h13,auth_2,reasoning,1,0.0
h13,auth_2,reasoning,2,1.0
h13,auth_2,reasoning,3,0.0
h13,auth_2,reasoning,4,0.0
h13,scope_1,judgment,0,0.0
h13,scope_1,judgment,1,1.0
h13,scope_1,judgment,2,0.0
h13,scope_1,judgment,3,0.0
h13,scope_1,reasoning,0,0.0
h13,scope_1,reasoning,1,0.0
h13,scope_1,reasoning,2,0.0
h13,scope_1,reasoning,3,1.0
h13,scope_1,reasoning,4,0.0
h14,mac_2,judgment,0,0.0583
h14,mac_2,judgment,1,0.7476
h14,mac_2,judgment,2,0.1942
h14,mac_2,judgment,3,0.0
h14,mac_2,reasoning,0,0.0426
h14,mac_2,reasoning,1,0.4787
h14,mac_2,reasoning,2,0.4787
h14,mac_2,reasoning,3,0.0
h14,domain_2,judgment,0,0.0288
h14,domain_2,judgment,1,0.4532
h14,domain_2,judgment,2,0.518
h14,domain_2,judgment,3,0.0
h14,domain_2,reasoning,0,0.1366
h14,domain_2,reasoning,1,0.3292
h14,domain_2,reasoning,2,0.5342
h14,domain_2,reasoning,3,0.0
h14,scope_3,judgment,0,0.0294
h14,scope_3,judgment,1,0.0196
h14,scope_3,judgment,2,0.951
h14,scope_3,judgment,3,0.0
h14,scope_3,reasoning,0,0.0166
h14,scope_3,reasoning,1,0.4917
h14,scope_3,reasoning,2,0.4917
h14,scope_3,reasoning,3,0.0
h14,auth_2,judgment,0,0.1964
h14,auth_2,judgment,1,0.1071
h14,auth_2,judgment,2,0.6964
h14,auth_2,judgment,3,0.0
h14,auth_2,reasoning,0,0.4118
h14,auth_2,reasoning,1,0.0118
h14,auth_2,reasoning,2,0.4824
h14,auth_2,reasoning,3,0.0941
h14,auth_2,reasoning,4,0.0
h14,auth_1,judgment,0,0.4146
h14,auth_1,judgment,1,0.0244
h14,auth_1,judgment,2,0.561
h14,auth_1,judgment,3,0.0
h14,auth_1,reasoning,0,0.4526
h14,auth_1,reasoning,1,0.0511
h14,auth_1,reasoning,2,0.4891
h14,auth_1,reasoning,3,0.0073
h14,auth_1,reasoning,4,0.0
h14,mac_3,judgment,0,0.0194
h14,mac_3,judgment,1,0.9709
h14,mac_3,judgment,2,0.0097
h14,mac_3,judgment,3,0.0
h14,mac_3,reasoning,0,0.0496
h14,mac_3,reasoning,1,0.6099
h14,mac_3,reasoning,2,0.3404
h14,mac_3,reasoning,3,0.0
h14,domain_1,judgment,0,0.0
h14,domain_1,judgment,1,1.0
h14,domain_1,judgment,2,0.0
h14,domain_1,judgment,3,0.0
h14,domain_1,reasoning,0,0.0
h14,domain_1,reasoning,1,0.5079
h14,domain_1,reasoning,2,0.4921
h14,domain_1,reasoning,3,0.0
h14,scope_2,judgment,0,0.0402
h14,scope_2,judgment,1,0.5115
h14,scope_2,judgment,2,0.4483
h14,scope_2,judgment,3,0.0
h14,scope_2,reasoning,0,0.0595
h14,scope_2,reasoning,1,0.4
h14,scope_2,reasoning,2,0.5405
h14,scope_2,reasoning,3,0.0
h14,auth_3,judgment,0,0.3216
h14,auth_3,judgment,1,0.0994
h14,auth_3,judgment,2,0.5789
h14,auth_3,judgment,3,0.0
h14,auth_3,reasoning,0,0.5405
h14,auth_3,reasoning,1,0.0162
h14,auth_3,reasoning,2,0.4432
h14,auth_3,reasoning,3,0.0
h14,scope_1,judgment,0,0.0
h14,scope_1,judgment,1,0.5
h14,scope_1,judgment,2,0.5
h14,scope_1,judgment,3,0.0
h14,scope_1,reasoning,0,0.0
h14,scope_1,reasoning,1,0.3643
h14,scope_1,reasoning,2,0.3101
h14,scope_1,reasoning,3,0.3256
h14,scope_1,reasoning,4,0.0
h14,domain_3,judgment,0,0.0
h14,domain_3,judgment,1,1.0
h14,domain_3,judgment,2,0.0
h14,domain_3,judgment,3,0.0
h14,domain_3,reasoning,0,0.0156
h14,domain_3,reasoning,1,0.4635
h14,domain_3,reasoning,2,0.5208
h14,domain_3,reasoning,3,0.0
h14,mac_1,judgment,0,0.0
h14,mac_1,judgment,1,0.9709
h14,mac_1,judgment,2,0.0291
h14,mac_1,judgment,3,0.0
h14,mac_1,reasoning,0,0.0
h14,mac_1,reasoning,1,0.7092
h14,mac_1,reasoning,2,0.2908
h14,mac_1,reasoning,3,0.0
h15,auth_1,judgment,0,0.0
h15,auth_1,judgment,1,0.4889
h15,auth_1,judgment,2,0.5111
h15,auth_1,judgment,3,0.0
h15,auth_1,reasoning,0,0.3636
h15,auth_1,reasoning,1,0.3164
h15,auth_1,reasoning,2,0.32
h15,auth_1,reasoning,3,0.0
h15,auth_1,reasoning,4,0.0
h15,domain_1,judgment,0,0.0
h15,domain_1,judgment,1,0.2549
h15,domain_1,judgment,2,0.2549
h15,domain_1,judgment,3,0.4902
h15,domain_1,reasoning,0,0.0667
h15,domain_1,reasoning,1,0.3733
h15,domain_1,reasoning,2,0.56
h15,domain_1,reasoning,3,0.0
h15,mac_1,judgment,0,0.6803
h15,mac_1,judgment,1,0.3197
h15,mac_1,judgment,2,0.0
h15,mac_1,judgment,3,0.0
h15,mac_1,reasoning,0,0.3623
h15,mac_1,reasoning,1,0.3623
h15,mac_1,reasoning,2,0.2754
h15,mac_1,reasoning,3,0.0
h15,scope_2,judgment,0,0.0654
h15,scope_2,judgment,1,0.0
h15,scope_2,judgment,2,0.9346
h15,scope_2,judgment,3,0.0
h15,scope_2,reasoning,0,0.3407
h15,scope_2,reasoning,1,0.1099
h15,scope_2,reasoning,2,0.5495
h15,scope_2,reasoning,3,0.0
h16,scope_2,judgment,0,0.3024
h16,scope_2,judgment,1,0.2244
h16,scope_2,judgment,2,0.4732
h16,scope_2,judgment,3,0.0
h16,scope_2,reasoning,0,0.3956
h16,scope_2,reasoning,1,0.1956
h16,scope_2,reasoning,2,0.4089
h16,scope_2,reasoning,3,0.0
h16,domain_3,judgment,0,0.2256
h16,domain_3,judgment,1,0.3077
h16,domain_3,judgment,2,0.4667
h16,domain_3,judgment,3,0.0
h16,domain_3,reasoning,0,0.2198
h16,domain_3,reasoning,1,0.2857
h16,domain_3,reasoning,2,0.4945
h16,domain_3,reasoning,3,0.0
h16,auth_2,judgment,0,0.315
h16,auth_2,judgment,1,0.235
h16,auth_2,judgment,2,0.45
h16,auth_2,judgment,3,0.0
h16,auth_2,reasoning,0,0.2291
h16,auth_2,reasoning,1,0.2335
h16,auth_2,reasoning,2,0.3392
h16,auth_2,reasoning,3,0.1982
h16,auth_2,reasoning,4,0.0
h16,mac_3,judgment,0,0.1867
h16,mac_3,judgment,1,0.4667
h16,mac_3,judgment,2,0.3467
h16,mac_3,judgment,3,0.0
h16,mac_3,reasoning,0,0.2264
h16,mac_3,reasoning,1,0.4151
h16,mac_3,reasoning,2,0.3585
h16,mac_3,reasoning,3,0.0
h17,scope_2,judgment,0,0.2857
h17,scope_2,judgment,1,0.7143
h17,scope_2,judgment,2,0.0
h17,scope_2,judgment,3,0.0
h17,scope_2,reasoning,0,0.2708
h17,scope_2,reasoning,1,0.6146
h17,scope_2,reasoning,2,0.1146
h17,scope_2,reasoning,3,0.0
h17,domain_1,judgment,0,0.25
h17,domain_1,judgment,1,0.75
h17,domain_1,judgment,2,0.0
h17,domain_1,judgment,3,0.0
h17,domain_1,reasoning,0,0.1667
h17,domain_1,reasoning,1,0.8333
h17,domain_1,reasoning,2,0.0
h17,domain_1,reasoning,3,0.0
h17,mac_3,judgment,0,0.0
h17,mac_3,judgment,1,0.92
h17,mac_3,judgment,2,0.08
h17,mac_3,judgment,3,0.0
h17,mac_3,reasoning,0,0.0
h17,mac_3,reasoning,1,0.9247
h17,mac_3,reasoning,2,0.0753
h17,mac_3,reasoning,3,0.0
h17,auth_2,judgment,0,0.0515
h17,auth_2,judgment,1,0.8969
h17,auth_2,judgment,2,0.0515
h17,auth_2,judgment,3,0.0
h17,auth_2,reasoning,0,0.0323
h17,auth_2,reasoning,1,0.9462
h17,auth_2,reasoning,2,0.0215
h17,auth_2,reasoning,3,0.0
h17,auth_2,reasoning,4,0.0
h18,mac_1,judgment,0,0.4
h18,mac_1,judgment,1,0.1684
h18,mac_1,judgment,2,0.4316
h18,mac_1,judgment,3,0.0
h18,mac_1,reasoning,0,0.3256
h18,mac_1,reasoning,1,0.3256
h18,mac_1,reasoning,2,0.3488
h18,mac_1,reasoning,3,0.0
h18,scope_2,judgment,0,0.314
h18,scope_2,judgment,1,0.1802
h18,scope_2,judgment,2,0.5058
h18,scope_2,judgment,3,0.0
h18,scope_2,reasoning,0,0.392
h18,scope_2,reasoning,1,0.1477
h18,scope_2,reasoning,2,0.4602
h18,scope_2,reasoning,3,0.0
h18,auth_2,judgment,0,0.0718
h18,auth_2,judgment,1,0.4586
h18,auth_2,judgment,2,0.4696
h18,auth_2,judgment,3,0.0
h18,auth_2,reasoning,0,0.2702
h18,auth_2,reasoning,1,0.193
h18,auth_2,reasoning,2,0.3123
h18,auth_2,reasoning,3,0.2246
h18,auth_2,reasoning,4,0.0
h18,domain_2,judgment,0,0.0333
h18,domain_2,judgment,1,0.4722
h18,domain_2,judgment,2,0.4944
h18,domain_2,judgment,3,0.0
h18,domain_2,reasoning,0,0.2085
h18,domain_2,reasoning,1,0.3915
h18,domain_2,reasoning,2,0.4
h18,domain_2,reasoning,3,0.0
h19,scope_3,judgment,0,0.0909
h19,scope_3,judgment,1,0.303
h19,scope_3,judgment,2,0.6061
h19,scope_3,judgment,3,0.0
h19,scope_3,reasoning,0,0.0
h19,scope_3,reasoning,1,0.3506
h19,scope_3,reasoning,2,0.6494
h19,scope_3,reasoning,3,0.0
h19,auth_3,judgment,0,0.2528
h19,auth_3,judgment,1,0.2584
h19,auth_3,judgment,2,0.4888
h19,auth_3,judgment,3,0.0
h19,auth_3,reasoning,0,0.3333
h19,auth_3,reasoning,1,0.3333
h19,auth_3,reasoning,2,0.3333
h19,auth_3,reasoning,3,0.0
h19,domain_2,judgment,0,0.0
h19,domain_2,judgment,1,0.6623
h19,domain_2,judgment,2,0.3377
h19,domain_2,judgment,3,0.0
h19,domain_2,reasoning,0,0.0991
h19,domain_2,reasoning,1,0.4505
h19,domain_2,reasoning,2,0.4505
h19,domain_2,reasoning,3,0.0
h19,mac_2,judgment,0,0.0741
h19,mac_2,judgment,1,0.463
h19,mac_2,judgment,2,0.463
h19,mac_2,judgment,3,0.0
h19,mac_2,reasoning,0,0.192
h19,mac_2,reasoning,1,0.4
h19,mac_2,reasoning,2,0.408
h19,mac_2,reasoning,3,0.0
h19,scope_2,judgment,0,0.1557
h19,scope_2,judgment,1,0.4262
h19,scope_2,judgment,2,0.418
h19,scope_2,judgment,3,0.0
h19,scope_2,reasoning,0,0.2049
h19,scope_2,reasoning,1,0.3934
h19,scope_2,reasoning,2,0.4016
h19,scope_2,reasoning,3,0.0
h19,mac_3,judgment,0,0.0
h19,mac_3,judgment,1,0.6667
h19,mac_3,judgment,2,0.3333
h19,mac_3,judgment,3,0.0
h19,mac_3,reasoning,0,0.0952
h19,mac_3,reasoning,1,0.3095
h19,mac_3,reasoning,2,0.5952
h19,mac_3,reasoning,3,0.0
h19,auth_1,judgment,0,0.1575
h19,auth_1,judgment,1,0.1575
h19,auth_1,judgment,2,0.6849
h19,auth_1,judgment,3,0.0
h19,auth_1,reasoning,0,0.2744
h19,auth_1,reasoning,1,0.1159
h19,auth_1,reasoning,2,0.6098
h19,auth_1,reasoning,3,0.0
h19,auth_1,reasoning,4,0.0
h19,domain_3,judgment,0,0.0
h19,domain_3,judgment,1,0.7463
h19,domain_3,judgment,2,0.2537
h19,domain_3,judgment,3,0.0
h19,domain_3,reasoning,0,0.0942
h19,domain_3,reasoning,1,0.3822
h19,domain_3,reasoning,2,0.5236
h19,domain_3,reasoning,3,0.0
h19,mac_1,judgment,0,0.1679
h19,mac_1,judgment,1,0.4198
h19,mac_1,judgment,2,0.4122
h19,mac_1,judgment,3,0.0
h19,mac_1,reasoning,0,0.1609
h19,mac_1,reasoning,1,0.5747
h19,mac_1,reasoning,2,0.2644
h19,mac_1,reasoning,3,0.0
h19,scope_1,judgment,0,0.0
h19,scope_1,judgment,1,1.0
h19,scope_1,judgment,2,0.0
h19,scope_1,judgment,3,0.0
h19,scope_1,reasoning,0,0.0534
h19,scope_1,reasoning,1,0.3817
h19,scope_1,reasoning,2,0.1832
h19,scope_1,reasoning,3,0.3817
h19,scope_1,reasoning,4,0.0
h19,auth_2,judgment,0,0.7027
h19,auth_2,judgment,1,0.1486
h19,auth_2,judgment,2,0.1486
h19,auth_2,judgment,3,0.0
h19,auth_2,reasoning,0,0.4032
h19,auth_2,reasoning,1,0.1935
h19,auth_2,reasoning,2,0.4032
h19,auth_2,reasoning,3,0.0
h19,auth_2,reasoning,4,0.0
h19,domain_1,judgment,0,0.0
h19,domain_1,judgment,1,0.5
h19,domain_1,judgment,2,0.5
h19,domain_1,judgment,3,0.0
h19,domain_1,reasoning,0,0.0
h19,domain_1,reasoning,1,0.5
h19,domain_1,reasoning,2,0.5
h19,domain_1,reasoning,3,0.0
h20,domain_1,judgment,0,0.5714
h20,domain_1,judgment,1,0.1314
h20,domain_1,judgment,2,0.2971
h20,domain_1,judgment,3,0.0
h20,domain_1,reasoning,0,0.565
h20,domain_1,reasoning,1,0.1356
h20,domain_1,reasoning,2,0.2994
h20,domain_1,reasoning,3,0.0
h20,scope_2,judgment,0,0.0
h20,scope_2,judgment,1,1.0
h20,scope_2,judgment,2,0.0
h20,scope_2,judgment,3,0.0
h20,scope_2,reasoning,0,0.0
h20,scope_2,reasoning,1,1.0
h20,scope_2,reasoning,2,0.0
h20,scope_2,reasoning,3,0.0
h20,auth_2,judgment,0,0.0
h20,auth_2,judgment,1,0.0
h20,auth_2,judgment,2,1.0
h20,auth_2,judgment,3,0.0
h20,auth_2,reasoning,0,0.0
h20,auth_2,reasoning,1,1.0
h20,auth_2,reasoning,2,0.0
h20,auth_2,reasoning,3,0.0
h20,auth_2,reasoning,4,0.0
h20,mac_2,judgment,0,0.3911
h20,mac_2,judgment,1,0.2222
h20,mac_2,judgment,2,0.3867
h20,mac_2,judgment,3,0.0
h20,mac_2,reasoning,0,0.1418
h20,mac_2,reasoning,1,0.1119
h20,mac_2,reasoning,2,0.7463
h20,mac_2,reasoning,3,0.0
h21,domain_1,judgment,0,0.0294
h21,domain_1,judgment,1,0.5529
h21,domain_1,judgment,2,0.4176
h21,domain_1,judgment,3,0.0
h21,domain_1,reasoning,0,0.0918
h21,domain_1,reasoning,1,0.4251
h21,domain_1,reasoning,2,0.4831
h21,domain_1,reasoning,3,0.0
h21,scope_1,judgment,0,0.0132
h21,scope_1,judgment,1,0.5855
h21,scope_1,judgment,2,0.4013
h21,scope_1,judgment,3,0.0
h21,scope_1,reasoning,0,0.028
h21,scope_1,reasoning,1,0.2
h21,scope_1,reasoning,2,0.4
h21,scope_1,reasoning,3,0.372
h21,scope_1,reasoning,4,0.0
h21,mac_1,judgment,0,0.0756
h21,mac_1,judgment,1,0.4593
h21,mac_1,judgment,2,0.4651
h21,mac_1,judgment,3,0.0
h21,mac_1,reasoning,0,0.5643
h21,mac_1,reasoning,1,0.2214
h21,mac_1,reasoning,2,0.2143
h21,mac_1,reasoning,3,0.0
h21,auth_2,judgment,0,0.7405
h21,auth_2,judgment,1,0.0763
h21,auth_2,judgment,2,0.1832
h21,auth_2,judgment,3,0.0
h21,auth_2,reasoning,0,0.3662
h21,auth_2,reasoning,1,0.1338
h21,auth_2,reasoning,2,0.3592
h21,auth_2,reasoning,3,0.1408
h21,auth_2,reasoning,4,0.0
h22,auth_1,judgment,0,0.3616
h22,auth_1,judgment,1,0.1073
h22,auth_1,judgment,2,0.5311
h22,auth_1,judgment,3,0.0
h22,auth_1,reasoning,0,0.3633
h22,auth_1,reasoning,1,0.249
h22,auth_1,reasoning,2,0.3551
h22,auth_1,reasoning,3,0.0327
h22,auth_1,reasoning,4,0.0
h22,mac_1,judgment,0,0.4671
h22,mac_1,judgment,1,0.0592
h22,mac_1,judgment,2,0.4737
h22,mac_1,judgment,3,0.0
h22,mac_1,reasoning,0,0.1517
h22,mac_1,reasoning,1,0.1586
h22,mac_1,reasoning,2,0.0
h22,mac_1,reasoning,3,0.6897
h22,domain_3,judgment,0,0.5963
h22,domain_3,judgment,1,0.4037
h22,domain_3,judgment,2,0.0
h22,domain_3,judgment,3,0.0
h22,domain_3,reasoning,0,0.6316
h22,domain_3,reasoning,1,0.0
h22,domain_3,reasoning,2,0.3684
h22,domain_3,reasoning,3,0.0
h22,scope_2,judgment,0,0.2336
h22,scope_2,judgment,1,0.2243
h22,scope_2,judgment,2,0.5421
h22,scope_2,judgment,3,0.0
h22,scope_2,reasoning,0,0.1497
h22,scope_2,reasoning,1,0.1701
h22,scope_2,reasoning,2,0.6803
h22,scope_2,reasoning,3,0.0
h23,domain_3,judgment,0,0.0588
h23,domain_3,judgment,1,0.5
h23,domain_3,judgment,2,0.4412
h23,domain_3,judgment,3,0.0
h23,domain_3,reasoning,0,1.0
h23,domain_3,reasoning,1,0.0
h23,domain_3,reasoning,2,0.0
h23,domain_3,reasoning,3,0.0
h23,auth_1,judgment,0,0.3286
h23,auth_1,judgment,1,0.3286
h23,auth_1,judgment,2,0.3429
h23,auth_1,judgment,3,0.0
h23,auth_1,reasoning,0,0.4444
h23,auth_1,reasoning,1,0.1053
h23,auth_1,reasoning,2,0.4503
h23,auth_1,reasoning,3,0.0
h23,auth_1,reasoning,4,0.0
h23,mac_3,judgment,0,0.0
h23,mac_3,judgment,1,0.0
h23,mac_3,judgment,2,0.0
h23,mac_3,judgment,3,1.0
h23,mac_3,reasoning,0,0.1043
h23,mac_3,reasoning,1,0.6609
h23,mac_3,reasoning,2,0.2348
h23,mac_3,reasoning,3,0.0
h23,scope_2,judgment,0,0.3399
h23,scope_2,judgment,1,0.3399
h23,scope_2,judgment,2,0.3203
h23,scope_2,judgment,3,0.0
h23,scope_2,reasoning,0,0.1678
h23,scope_2,reasoning,1,0.1611
h23,scope_2,reasoning,2,0.6711
h23,scope_2,reasoning,3,0.0
h24,mac_3,judgment,0,0.0
h24,mac_3,judgment,1,1.0
h24,mac_3,judgment,2,0.0
h24,mac_3,judgment,3,0.0
h24,mac_3,reasoning,0,0.0
h24,mac_3,reasoning,1,1.0
h24,mac_3,reasoning,2,0.0
h24,mac_3,reasoning,3,0.0
h24,scope_2,judgment,0,0.0
h24,scope_2,judgment,1,0.6644
h24,scope_2,judgment,2,0.3356
h24,scope_2,judgment,3,0.0
h24,scope_2,reasoning,0,0.0
h24,scope_2,reasoning,1,0.6536
h24,scope_2,reasoning,2,0.3464
h24,scope_2,reasoning,3,0.0
h24,auth_1,judgment,0,0.0
h24,auth_1,judgment,1,1.0
h24,auth_1,judgment,2,0.0
h24,auth_1,judgment,3,0.0
h24,auth_1,reasoning,0,0.2849
h24,auth_1,reasoning,1,0.2878
h24,auth_1,reasoning,2,0.1366
h24,auth_1,reasoning,3,0.2907
h24,auth_1,reasoning,4,0.0
h24,domain_1,judgment,0,0.0
h24,domain_1,judgment,1,0.5097
h24,domain_1,judgment,2,0.4903
h24,domain_1,judgment,3,0.0
h24,domain_1,reasoning,0,0.0
h24,domain_1,reasoning,1,0.6449
h24,domain_1,reasoning,2,0.3551
h24,domain_1,reasoning,3,0.0
h25,scope_2,judgment,0,0.4095
h25,scope_2,judgment,1,0.1143
h25,scope_2,judgment,2,0.4762
h25,scope_2,judgment,3,0.0
h25,scope_2,reasoning,0,0.4429
h25,scope_2,reasoning,1,0.3214
h25,scope_2,reasoning,2,0.2357
h25,scope_2,reasoning,3,0.0
h25,domain_3,judgment,0,0.0
h25,domain_3,judgment,1,1.0
h25,domain_3,judgment,2,0.0
h25,domain_3,judgment,3,0.0
h25,domain_3,reasoning,0,0.1351
h25,domain_3,reasoning,1,0.6757
h25,domain_3,reasoning,2,0.1892
h25,domain_3,reasoning,3,0.0
