scenario_id,axis_id,axis_name,has_human_baseline,question,option_index,option_text,loading
scope_9,scope,Obligation Scope,0,judgment,1,"The greatest need should determine where help goes, regardless of relationship.",1
scope_9,scope,Obligation Scope,0,judgment,2,Both claims are real. He should find a balance rather than choosing one at the expense of the other.,0
scope_9,scope,Obligation Scope,0,reasoning,0,Those God placed in your life are your first responsibility. Distant charity does not excuse local neglect.,-1
scope_9,scope,Obligation Scope,0,reasoning,1,A person dying of hunger overseas does not suffer less because they are far away.,1
scope_9,scope,Obligation Scope,0,reasoning,2,"The obligation is to give. How it is divided requires wisdom, not a formula.",0
scope_10,scope,Obligation Scope,0,judgment,0,"Her husband is right. At this stage of life, family is her primary duty. Compassion for strangers cannot override it.",-1
scope_10,scope,Obligation Scope,0,judgment,1,Her medical skill creates an obligation to help those in need that cannot be overridden by family convenience.,1
scope_10,scope,Obligation Scope,0,judgment,2,"Both duties are real. She needs to find a sustainable balance, not choose one over the other.",0
scope_10,scope,Obligation Scope,0,reasoning,0,Duty changes with life stage. A householder's primary obligation is to the household.,-1
scope_10,scope,Obligation Scope,0,reasoning,1,A healer who turns away suffering to tend to comfort has lost sight of what healing means.,1
scope_10,scope,Obligation Scope,0,reasoning,2,The question is not which duty is primary but how to honor both without destroying either.,0
scope_11,scope,Obligation Scope,0,judgment,0,"The community raised her. She owes it to them to help raise the next generation, even at personal cost.",-1
scope_11,scope,Obligation Scope,0,judgment,1,She has her own family to provide for. An obligation based on shared origins has limits.,1
scope_11,scope,Obligation Scope,0,judgment,2,She should try to help but negotiate terms that protect her own family's wellbeing.,0
scope_11,scope,Obligation Scope,0,reasoning,0,Every child in the community is everyone's responsibility. That is what community means.,-1
scope_11,scope,Obligation Scope,0,reasoning,1,Communal obligations cannot be open-ended demands on people who have their own families to support.,1
scope_11,scope,Obligation Scope,0,reasoning,2,The obligation is real but so are the limits. Finding a way to help without breaking is the challenge.,0
scope_12,scope,Obligation Scope,0,judgment,0,His first duty is to his own family. Generosity that harms your children is not virtue — it is neglect.,-1
scope_12,scope,Obligation Scope,0,judgment,1,He is right to help. A person who only cares for his own family has a small heart.,1
scope_12,scope,Obligation Scope,0,judgment,2,His impulse is good but he has extended it past the point where it is sustainable.,0
scope_12,scope,Obligation Scope,0,reasoning,0,Benevolence starts at home. A man who cannot provide for his own children cannot claim to be virtuous.,-1
scope_12,scope,Obligation Scope,0,reasoning,1,The measure of a person is how they treat those outside their own circle.,1
scope_12,scope,Obligation Scope,0,reasoning,2,Virtue without practical wisdom leads to harm. Knowing when to stop is part of being good.,0
